KO.PLT_PBMC_Vehicle_REP1	KO.PLT_PBMC_Vehicle_REP2	KO.PLT_PBMC_Vehicle_REP3	KO.PLT_PBMC_Vehicle_REP4	WT.PLT_PBMC_Vehicle_REP1	WT.PLT_PBMC_Vehicle_REP2	WT.PLT_PBMC_Vehicle_REP3	WT.PLT_PBMC_Vehicle_REP4
Prkaa1	2996	854	195	897	1269	1314	1243	2839
2310061I04Rik	347	148	34	157.001	95	137	149	236.999
Ftl1	1742531.356	591365.307	133431.314	470340.205	563458.534	805156.675	713647.537	1388903.594
Zbtb26	202.833	54.117	13	117.968	122.627	94.56	78.716	140.669
Plekho2	14467.001	4213	891.999	4889.001	1973	7678.001	6227	11788.999
Vamp8	14215	6622	1224	5435	6147	6022	5590	10615
Ptges	648	324	49	299	277	366	295	666
Tmem37	387	276	47	165	324	303	309	802
Ccdc126	328	146	24	134	60	66	93	161
B3galt6	395	92.022	36	95	142	178	164	331
Ecpas	2873.999	966.982	165	879	731.999	939.995	854.999	2126.809
Zfp623	633	267	49	279	219	241	304	500
Atp5k	1517	1092	174.982	237	903	955	426	1686.001
Phospho1	416.858	71.285	18.284	181.146	45.558	152.419	114.403	383.785
Pdik1l	1880	815.999	123.001	614	557	567	563	1159
Tatdn1	215.994	63.999	10	112.153	90.126	105.446	108.637	164.452
Tvp23a	120.022	69.646	11.576	105.648	84.564	67.245	48.551	158.893
Tmem123	24877	8520	1668	6946	8412.999	7824	7513.001	15685.001
Ankrd37	576	196.703	30	132	228.995	211.349	172.996	308.366
Zfp366	193	35	5	21	6	45	13	130
P2ry10	426.821	81.516	25.161	116	75.199	121.367	94.419	266.888
Map10	296	173	18	168	84	117	114	165
Sgms2	9862	4246	868	4194.987	4165	3768.988	3553.999	7952.998
Zfp438	95	37	20	17	60	21	49.001	58
Amigo1	87	38	9	31	6	15	20	108
Zfp169	111.001	19.001	5	48	52	96	49	80
Insl6	536	127	37	103	123	184	129	346
Creg2	78.843	38.735	4	35	70.969	34.511	48.906	42.422
Gdpgp1	238	126	18	242	105	170	132.005	233.003
Selenon	300	118	7	86	62	101	23	141
Adgb	125	16	7	14	65	73.999	16	25.001
Gatd1	1331	377	76.999	378.999	198	357.001	336.001	690
Zfp11	202	22	7	58	69	71	29.933	97
Mblac2	182	61	13	55	45	65	55	122
Gimap9	15	25	7	32	72	32	36	48
Nat2	183	81	12	52	34	94	90	107
Commd3	2059.001	950.001	190	789.999	1017.001	990	1017.999	1499.001
Eml5	333.266	70.405	14	123.647	129.663	31.991	99.546	114.847
Rpusd3	132.835	77.288	4.323	31	45.419	37.965	21.118	61.158
Plcb1	1747.693	735.999	98.896	652.92	560	581.454	628	1376.866
Zfp524	576	190.001	31.408	207	87	252	171	333
Fam174a	5296	1724	327	1627	1719	2071	1976	3702
Gpr183	3454	1145	207	836	1418	1554	1294	2391
Ercc6l	108	93	10	70	149	72	70	115
Bzw1	19454.941	7163.91	1476.97	5758.971	7935.78	8174.887	7717.784	17004.592
Tceanc	318	101	13	173	92	160	130	137
Tmem199	1686	497	169	461.001	779	755	556.001	1106
Rnf7	3166.972	925.28	239.06	848.404	1185.852	1317.101	1235.102	2322.303
Swsap1	294.955	132.977	24	116	94	97	195	237.969
Jagn1	2150.17	753.869	106.931	702.38	673.68	821.395	770.706	1610.577
Zgrf1	13	68	8	38	6	4	7	99
Pcmtd1	1512	646.001	110	485	629	649	533	1007
Usp42	596	313	54	330	146	303	245	835.016
Taf7	1113	491	70	313	451	462	336	628
Mtln	251	93	25	67	62	111	98	231
Nup160	2212.999	1139	172	681	791	807	816	1593.524
Gfod1	586	228	39	314	74	209	194	463
2900026A02Rik	299	114	16	119	68	100	96	215
Zfp52	2516.448	846.152	175	957	796	925	899	2080.835
Rab11fip5	1957	647	116	714	387	907	743	1624
Plekhm3	3090	854.995	170	825.999	755.033	1163.881	1035	2324.999
Spryd4	931	365	60	292	342	335	319	755
Zfp46	890	565	87	423.001	293	363	363	883.999
Commd1	1833.343	624.983	142	507.688	686.844	790.13	702.716	1399.971
Plpp7	118	18	8	60	27	47	59	86
Flrt3	379	202	16	155	128	163	155	447
Zbtb22	332	199	45	256	143	152	151	362
Ywhag	10459.001	3070.001	672.001	3557.999	2193.098	5120	4316.999	9275.001
Ppp1r37	391.999	157	29	170	111	117	93	240.999
Plagl2	1950	334	49	448	349	460	532	923
Fhad1	135.001	44	11.001	80.001	35.001	72	44	86.002
Cd14	146437	59835	11926	48034	53389	54268	51801	103019
Bbs12	103	0	7	14.494	96	28	41	124
Crebzf	125	58	12.001	41	45	44.999	52	64
Spn	2850	942.001	154	954	757.001	1457	1225	1670
Zfp24	1808	699.999	138	701	712	772	652.001	1858.001
Cbr1	186	45	8	45	50	70	85	61
Irf2bp2	2426.857	840.453	157.622	1182.216	1303.804	913.672	816.217	1742.866
Tlr6	3231.33	1404.165	274.707	1205.243	1330.287	1090.048	1284.835	2519.694
Wdfy4	883	179	77	448	204	496	371	741
Mafg	7197.444	2764.109	582.672	2823.621	2466.895	2987.669	2655.432	5610.092
Arhgef39	22	52	6	17	17	19	35	84
Rps19bp1	1382.999	652	104	364	501	686	554	983
Pusl1	391.471	138.344	30.306	148.671	145.139	164.189	187.413	306.629
Tceal8	266	150	15	102	182	148	138	302
Mical3	155	58	13	79	41	71	21	87
Rap2a	350	124	30	79	136	111	179	265.775
Fbl-ps2	173.82	113.304	9.705	136.838	53.399	46.987	36.71	111.028
B3gnt2	2048.801	1038.001	186	757.266	768.407	807.106	688.51	1862.818
Coa6	406	189	27	211	180.917	237.898	188.954	341
Dcun1d4	144	106	9	19	100	45	99	230
Trim32	420	116	35	86	126	76	148	317
Treml4	29194	12127	2431	10497.001	9026	10092	10179	18522
Pcbp1	2649	1068	204	967	984	1254.054	958	2342
Senp8	122	49	1	15	69	26	61.876	124
Wdcp	397.959	233	45	345.285	264.824	161	132.868	488.922
Kctd14	121	47	8	53	28	41	30	82
Mettl5	869.333	375.668	72.554	395.01	379.738	387.694	363.485	774.451
Rinl	2282	972	165	737	660	950	823	1681.999
Ttn	93.999	43	6	28	80.022	61.999	31	78
Xrcc1	1171.001	384.059	70.001	341.001	291	484.999	429	717
Tubgcp6	571.104	227.53	61.007	227.368	108.24	169.559	275.099	383.833
Arf3	2091	799	153	975	406	569	431	1472
Tbc1d22a	1310	412	76	434	483	525	533	1202
Klhdc1	141	35	5	32	5	24	37	93
B3glct	464	213.999	50	198	178	181	223	446
Tlr11	23	4	11	24	7	7	14	31
Prdm9	325	104	23	53	83	110.999	92.001	176.999
Erich1	650.222	234	50	191	209	253.11	233	397.172
Smim11	1051	572	105	274	498	654	467	941
Tagap1	1589.653	891.714	101.04	937.019	642.642	409.027	493.105	1212.299
Pfdn4	865	254	60	165.576	436.426	396	367	635.934
Klf13	57718.001	38911.806	5888.999	35852.997	28836.962	14159.975	14621.984	36923.988
Zfp217	906	253	53	352	384	350	275	520
Dock8	10018.001	3845.999	853	3884	2077	4324	3416	7024.001
Rgs14	1089	584	85	447	382	570.999	514.999	934
Gnpda1	3301.543	1079.738	207.655	993.18	1215.149	1504.674	1473.26	2842.444
F730043M19Rik	152	37	6	35.999	37	49	44	67.999
Rbm12b2	302.628	141.122	29.951	140.783	128.168	191.289	147.805	418.559
Babam2	2891.999	1101.001	231	1029.905	928.988	1380	1122.001	2277.991
Rasal3	1346.188	440.249	109.131	347.093	197.641	562.188	392.616	944.18
Ppp4r2	828.073	284.763	40	409.554	548.431	235.236	241.47	603.676
Rps10	1240.567	382.99	97.902	336.449	463.088	819.845	621.376	843.244
Plpp2	205	113	11	53	60	133	89	79
Acvr2a	825.318	294.848	63.417	266.884	293.031	306.795	246.226	568.103
Pld4	22036	9363	1801.999	8456	8068	7803	7351.002	15074
Cd177	414	82	24	45	31	114	104	99.937
Opa3	2164	1010	193	597.001	892	820	792	1588
Zeb2os	698.096	241.929	59.48	287.233	213.81	304.66	243.427	597.199
Zfp622	2002	986	153	596	803.001	985	1036.001	1830.081
Fpr2	2393.998	643.79	196	739	843.849	948.918	807.63	1718
5330438D12Rik	112	92	8	75	33	61	55	122.001
Taf9	534.111	112.33	29.537	128.693	129.726	143.741	146.944	333.743
Ppp6r1	86.662	115	20	80	63	99	134.998	75
Cdc42se2	8750	3375.999	606	2999	3229	3575	3243.999	6729
Ltn1	2761	756	161	834	1109	1148	783	2279
Hbb-bs	24	135.645	0	49.614	164.759	29.511	23	5
Slc39a1	3098	2094.999	338	1709.998	1928	1059	1047	2606.984
Ankrd44	9564.036	4351.772	836.973	4127.469	3526.477	3573.315	3503.824	6387.753
Cx3cr1	34468	11049	2394	12232	6776	14321.85	12183.123	21393.479
Immt	7681.008	3263.479	653.592	3238.762	3071.678	3384.955	3196.515	6410.073
Tmem106c	929	251.999	73	226	211.999	323	237.999	648
Nrros	29339	12533.001	2414.999	10846.001	8490.999	10284.999	10230	23643
Rft1	1007.999	292.001	54	310	273	206.001	285.001	601
Ezr	3382	921	164	878	865	1888	1476	2553
Rexo4	1748.999	629	148	800	403	751.999	633.97	1373.918
Ccdc171	150.999	10	17	49	71	126	66	138
2610001J05Rik	1948	581.001	127	514	752.001	1164	973.999	1676.999
B4galt3	2318.656	1228.168	175.028	1294.762	626.478	680.67	617.223	1469.365
Tmco1	4576	1837.999	365	1335	2105	1766	1545	3263.521
Cebpe	190	105	11	135	81	98	99	176
Zfp961	441.022	82.038	31.02	143.028	205.081	124.903	175.285	378.99
Get3	4060.001	1404	268.999	1683	887	1809	1701	3021.001
Atp6v1a	8383.999	2744.98	586	1896.999	2867.997	4007.994	3270.997	6946.977
Cherp	4969.156	2152.622	348.65	2147.909	1025.417	2126.816	1850.309	4171.352
Nav2	663	516	84	304.999	498.001	281.001	319	652
Nup188	3731.986	1363.986	194	1332	378.994	1534.594	1091.986	2649.612
Pbx1	189.001	47.999	19	99	129.999	60.001	60.999	187.999
Gan	1037	251	47	309	278	195	246	386
Hook2	592	370.078	45.001	181.212	144.077	193.045	194.517	526.354
Adam17	13945.595	5211.099	1076.958	4515.174	4659.259	5984.688	5303.257	11452.114
Isoc2b	93	42	21	55	45	75	55	121
Plekhg3	2427	785.001	148	787.999	240.322	843.001	661.001	1586.999
Asap2	240.586	84.783	27.392	67.849	81.293	151.474	121.675	236.939
Rnf103	325.001	146	23	128	173.047	110	156	399
5830454E08Rik	44	59	7	32	26	23	22	13
Zfp112	61	7	1	8	48	22	14	46
Zmat1	124	12	6	39	28	39.172	28	167
Rap1b	30674	18333	2626	13249	14658	8024	8729	18614
Jun	10528	3335	711	3516.879	2372.592	5833	5201.508	10042.56
Rab7b	7069.999	2844.999	535.001	1959	3319.001	3920	3442	6634
Tnrc6a	2808	1136	195	1327	548	1185.001	924.996	2152.001
BC004004	3743.411	1453.135	331.999	1423.212	1485.428	1600.112	1533.132	2878.63
Zfp608	1361.001	505	122	640.999	499	488	514	1000
Map1b	131	41	16	59	66	41	32	50
Suclg1	2303	749.999	197	805.999	910	936.001	905.999	1919.001
Swt1	776.999	250.005	79.999	268.378	384.001	399.999	332	612.168
Repin1	317.999	247	20	235	37	124	133	416.001
Traf7	2497.073	943.9	253.636	723.311	770.891	1059.856	1005.499	2160.303
A630001G21Rik	467	227	47	189	164	235.999	277.001	481
Zfp212	770	339	33	329	227	405	301	781
Oas1a	845.736	415	75.41	400.556	362.188	419.287	402.692	944.978
Grk4	131	38	15	61	77	85.932	19	120
1700030K09Rik	344.844	166.377	25.35	154.091	76.584	204.183	141.691	376.648
Nup107	2007	696	120	573	664	529.001	584	1444
Atad2b	542.001	401.001	57	345.999	272.001	254	270.822	521.742
Cysltr1	738	161	38	165	289	346	234	563
Sae1	4926	1696.999	365.001	1639	1354	1881.999	1667	3845
Junb	79674.031	37698.268	6536	40864.071	14865.272	26985	25464.307	54860.272
Prkcb	5321.999	4096	478.999	2504	2160.999	1860.002	1685.001	3490
Ubxn8	3333	1210	207	983	953	1215	1177	2472
Msl1	2019.005	1059	156	1077.998	705.916	853.997	838.904	1543.292
Senp7	1036.999	318.001	90	418.999	363.143	246	268	511.159
Rnaseh2a	699.151	437.442	61.403	294.019	346.378	371.202	326.164	523.955
Fbxo31	729.999	490	94	357	156.001	361.999	278	708.001
Glis3	517	325	86	271.999	122	383	348	880.001
Mrpl35	1404	642	136	529	673	656.621	703	1388
Uba2	4195.586	1249.804	277	1303.985	1143.256	1733.718	1380.521	3005
Creb5	148	69.001	9	73	22	74.001	46	173
Krcc1	3271	1391.794	312.542	1408	1786	1445.367	1368.284	2717.401
Aph1c	532.791	117.007	36.482	263.16	179.21	263.105	193.131	537.005
Clec12a	2382.999	646	130	663	976.999	983.001	958	1469.999
Lins1	444.999	151	25	191.999	186	135	164	296
Tmem248	3381.242	1127.644	224.604	941.674	852.511	1303.881	1136.474	2701.344
Gpr141	18759	6391	1521	4538	8040	6687	6371.999	14992
Socs3	1782	638	115	672	218	727	687	1340
Chmp3	4211.994	1648	256.999	1547	1447.873	1811	1560.977	3383.987
Rnf26	546.945	289.83	54.201	267.947	104.597	211.644	237.877	450.025
Supt7l	715.999	241.02	46	198	362.542	351.318	258.517	544.086
Fes	3206	1237.001	242	1128	588	1789.001	1312.999	2424
Bcl3	4378	1266	308	1369	550	1615	1591.001	2509.999
Mterf1b	182.93	75.531	7.514	55.778	51.461	56.543	32.944	79.446
Mllt11	841.833	232	92	248	262.108	247.229	257.93	584.417
Styx	2340.6	908.348	184.343	912.645	828.659	825.547	725.987	2039.753
Dand5	133.573	57.542	23.949	64.538	36.161	73.862	49.173	118.505
Ndfip2	4902.007	1996.067	338.001	1691.55	1795.158	1889.142	1628.351	3316.307
Trmt1l	3335.999	1426.999	277	1241.189	998	1051	1068	2593.245
Ddx10	766	367	65	311	266	335	334	719
Rab4b	11643.999	5570.206	933	4914.999	3918	3909	3605.87	7787.527
Pom121	299.757	168.185	56.574	142.637	125.473	169.087	212.276	428.263
Sec61b	3707.651	1228.287	316	858	1654.472	2214.275	1740.529	2960.469
Slamf8	526	170	12	156	131	181	135	365
Gatd3a	567	243	33	249.999	156	330	296	584
Gas5	1569.998	620.001	160	416	672.003	1029.002	869.999	1537.999
Dis3l2	662.001	197	76.001	287	211	263.999	275.001	550
Ficd	502	227	54	224	102	287	257	477
Tarm1	1806	486	120	422	683.973	691	717	1345.925
Zfp943	220.137	104.001	17	90	160	198.18	167.052	286.724
Zfp952	232	93	20	100.001	151	148	144.999	170.394
Cbx7	292.999	206	64.999	304	91	257.941	227.939	213.875
Mapk14	7801.999	3413	660	3444	2346	2355.999	2277	5113.999
Thoc7	1634.602	707.727	172.047	633.883	548.042	485.873	533.821	1055.068
Ggcx	264	47	14	20	32	124.999	126	170
Kdm3a	4054	1273	234	1490	939	1445	1266.999	2816.001
Tcf4	1131.002	462.998	93.001	344.001	472.999	545.999	526	1010.001
Usp21	3527	1534.001	256.001	1479.999	645	1297.999	1289	2502.999
Nrd1	8493.451	3238.695	622.758	3380.609	2529.015	3155.727	3066.974	6573.983
Cstf2t	4814	1773	325	1508	1489	1781	1721	3501
3110082I17Rik	1020.74	452.144	64.188	334.52	342.604	463.131	452.032	916.049
Smagp	374	185	33	203.999	147	249.999	228	359.999
Ier2	23344	12034	2019	12149	7124	7952	7775	15043
Eif3k	4806	1844.999	353.001	1161.999	1791.753	2377.999	2089	3495.932
Tanc2	1795.999	1021.003	195	757.002	1133.038	498.8	665.829	1479.92
Zfand2a	904	215	69	322	289	394	375	652
Zfp472	465	187	21	137	257	158	167	571
Rpia	52	47	8	54.001	34.219	53.001	29	55
Dennd4a	3039.001	907	251	953.683	757.001	910.919	899.138	1732.913
Aldh7a1	235.507	69	27	69	101.732	77.56	96.733	204.191
BC048403	608	240	59	259	73.819	316	230	470
Dpep2	45298.719	23379.94	4375.804	18819.176	17150.951	15457.037	14079.505	35906.407
B430305J03Rik	385.341	144.461	42.782	213.4	101.107	391.877	448.57	664.652
Tmem39b	930.999	384	62	437	299	447.004	376	907.999
Ptrh1	62	21	8	17.512	38.328	44.934	55	67.189
Chd8	2580.041	1312.536	219	1173.543	708.164	933.82	863.001	2029.994
Chchd3	1278	354	95.999	311	423	496	577.001	955.001
Lysmd1	384	89	20	40	83	136	160.195	272
Ubxn7	512	166	35	229	130.999	192.008	152	264
Exoc6	789	286	77	330	292	358	323	730
Grwd1	1343	589	100	459	501	593	583	1390
Camk2d	2121.999	789.001	139	708	657	894.001	781.999	1831.999
H2-T24	206.002	71.002	12.004	76.01	57	64.02	55.007	103.067
Nudcd3	1859.974	879.603	176.985	679.928	650.221	859.324	737.158	1913.604
Txlna	2680	1038	204.999	1147.999	771	1360.999	957	2358
Fpgt	457	105	36	106	186	171.999	150	427
Srcap	509.998	219.902	27.313	264.768	97.367	203.186	167.81	383.47
Ech1	2753.999	880	218	860.001	1081	1116	1040.001	1952
Mat2a	6030.061	1948.906	460.679	1872.273	2076.975	3033.911	2632.708	5621.614
Nanp	274	101	18.327	62	66.956	102	106	222.449
Cyhr1	456.422	191.926	54	193.903	119	202.439	211.935	323.905
Cnn3	245.96	160.92	20.999	93.869	39.876	108.195	101.352	211.358
Adnp2	873	373	36	183	136	314	272	401
Lgals4	116	38.001	10	50.001	28.001	33.001	21	46
Zfp14	145	25	6	19	28	32	27	63
Tusc1	66	53	1	47	27	31	28	48
Ndst1	285	65	16	119	190	149	139	204
Nt5dc3	255	105	35	145	81	143	87	239
Ercc6	255	183	35	127	175	234.001	98	389
Pkp3	478	163	30	95	151	189	133.999	385
Utp18	1565.001	729	90	620	571	863	716	1536.001
1810037I17Rik	5129	2149	403	1361	2259.565	2360	2163	3950
Slc25a40	100.001	102.894	9	30	54.946	37	63	91
Skp2	184	124	24	103	65	150	140	354
Syne3	255	274	37	285	240	348	281	778
Gon4l	1015.233	514.668	79.185	452.269	423.971	341.834	333.862	793.673
Ifi205	53.438	54.868	2	13.19	66.403	87.102	78.306	79.639
Tprkb	693.029	207.006	54	176	359.716	331.693	321.049	658.968
Fra10ac1	634	299	53	218	233	242	289	519
Lifr	659.999	222	61.999	376	412	184	232	420
Arfgap3	1156	402	67	402	324	481	433	1002.028
Prr14l	4593.7	2093.691	428	1826.965	1216.092	1824.855	1564.954	3176.587
P2ry10b	786.18	232.485	87.839	192.999	383.801	532.634	366.58	767.113
Eapp	3069.975	1527	276.001	1143.92	1183	1423.977	1251	2565.151
Cpsf3	3965.657	1109.825	259.429	1168.376	1435.001	1425.34	1386.762	2513.23
Mrps21	3105.993	1219	276	633.967	1423	1279	1038	2230.001
Taf4b	353	127	14	9	44	65	62	206
Kcnn4	224	46	14	60	31	110	123	175.001
Rhob	723	227	67	239	252	428	385	918
Zfp747	441.166	184.9	31.822	168.094	75.981	215.132	127.766	233.62
Mdm4	3545.884	1347.911	279.992	1026.994	1301.802	1422.813	1328.858	2473.104
Cklf	2217.987	954.999	193.973	733	873.999	1313.998	972	1795.002
Slfn5	118	45.001	13	79.575	37	111.032	68.063	81.056
Dnajc8	11197.996	4401.999	838.001	3671.001	4185.985	5005.995	4400.99	8920.987
Spcs3	23517	9818.973	1935	8274	10218.894	8441.937	8519.927	18815.859
Slc30a7	2740	808.302	160	779.755	820.02	1111.833	929.034	1841.266
A930005H10Rik	296.863	142.001	25.656	111.683	118.7	175.57	94.678	297.398
Atpif1	9952.376	4705.556	912.983	2624.818	4177.194	3917.161	3467.59	7315.618
Tmem120b	234.035	129.149	32	155.349	122.584	170.873	170.298	370.919
Gimap4	87.001	10	4	14	12	3	62	76
Tle5	2712	1110.999	176	1402	735	905	805.999	1962.999
Vapb	4503	1833.05	364	1522	1499	1870	1777.069	3656.064
Lclat1	774.001	243	71	185.001	116	259	158	511
Tmem62	1319	556	89	522	451	349	438.001	1066
Dedd2	1249	597.997	143	432.997	507.998	535	424.995	904.996
Parp4	1243	501.78	98	542.8	419	585.819	409	1149.881
Trim65	1896.885	1028	133	950	566	739	499.927	1227
Zfp867	102	54	17	34	18	39	28	120
Sh3bp2	6557	2080.999	454	2631	1316	3431.001	2170	4659
Ugt1a6a	2725.46	932.645	262.198	707.812	927.673	1084.161	934.7	1695.027
9130230L23Rik	261.001	101	27	111	58	68.999	94.001	139
Cggbp1	10090	3311	680	3122	3716	3350	3511	8198.924
Kdm2a	5448	3018.001	525.999	2943	2161.999	1976	1949.91	4203.001
Mettl7a1	1044	207.989	58	248	256.838	331.959	277	530.972
Xlr	123	51.77	11.629	33	77.791	29.906	42.106	168.14
Slc8a1	1557.869	540	117	495	438.999	490	528.661	815.497
Zfp869	1787.597	497.413	130.202	519.55	614.634	619.467	606.011	1524.06
Tmem119	1106	460	75	537	251	337	460	1036
1600014C10Rik	1659.001	832.948	148	723	711.988	621.949	636.992	1471.001
Adam10	23272	9113	1705	7912	8767	8214	8184	16745
Ankrd24	90	52	8	25.251	46	27	27	114.001
Zscan22	550	123	32	27	128	237	219	294.999
Zfp771	290	143	31	113	108	156	201	278
Hmgb2	2838.815	977.721	182	611.481	1091.227	1599.495	1408.996	2361.654
Lrrc8c	3414	1526	251	1205	1236	1459	1341.001	2585
Vmac	334	36	18	87	112	89	147	219
Msra	1338	362	44	316	373	631	471	699
Zfp182	450	148	44	152	178.999	203.001	204	524.001
Set	17546.301	10731.894	1655.72	9304.204	10025.89	5411.599	5277.098	12830.608
Kctd18	739.225	247.404	48.009	208.649	141.22	267.815	235	378.831
Klhl18	1520	544.999	63	406.999	176	612.999	551.999	878
Actn4	10618.978	3889.797	844	3878.929	3048.724	4941.96	4669.881	8530.894
Usp46	223.994	72	29	88.995	97.908	115	121.001	193.234
Nsd3	7879.002	4331.001	690	4897	2962.001	2188	2049.999	5352.998
Elp6	136.613	39.848	12	42.476	71.321	54.276	53.75	98.128
Atrnl1	100	91	9	49	33	57	37	203
Rnd1	498	244.001	32	147	148	296	156	308
Pcnx3	993.405	524	98.001	464	160	599.001	361	983.001
Zfp667	75	71	6	36	18	51	69.999	95
Dmac2l	110	90	26	54	75	94	70	99
Klhl5	647.001	327.001	63	253.001	364	220	302	607.001
Afp	901	508	110	315	432	442	496	767
Miga1	170.234	52.178	9.801	86.628	60.47	38.151	43.34	88.719
9130008F23Rik	146	34	10	26	31	66	42	66
Agap1	119	70	25	48	50.074	55	120.001	164.002
Ep300	4471	1790	283	1744	1244.001	1684.999	1483	3221
Commd5	378.865	124.336	19	17	91	138	121	269.42
Pdlim1	161.956	48.809	10	111.904	35	61.898	47.999	66.917
Nfic	5672.999	2757.001	623	3122.001	1931	2640.001	2516	4962
Ddx17	3151	1153.999	225	1508	918	1688	1170	2769
Smyd3	552	144.001	30.999	122	274	212.001	187.001	360.001
Rab39	124	20	8	40	52	98	64	202
Arntl	1220	616	81	416	402	477	375	852.999
Cgrrf1	540.999	194	58	120	248	273.001	235	447
Klf2	597	472	69	284	190	130	152	353
C1ra	75	14.819	17	26	12	38	22.932	42.346
Sertad3	830	288	64	260	297	443	384	802
Ankrd17	1542.002	723	131	720	753.701	565.001	597.058	1490.172
Kcmf1	512	206	40	195.999	264	142	199	311
Zfp101	360	130	22	157	180	112	91	157
Tmem245	1375.999	447	99	463.839	200.306	366	453	1188
Adh7	276	55	26	100	230	178	154	215
Mrfap1	8111.967	2382	552	2635.967	2569	3768.881	3488	5999.96
Sec23ip	1685.744	825.992	116	622.628	582.499	791.985	703.568	1479.077
Tns1	84.999	23	5	33.001	15	67	55.001	107.001
Snupn	517	140	18	138	161	247	151	436
Stam2	3087.235	1236	308	1163	1360	1415.32	1467.999	2910
Fbxo6	2556.001	1110.001	218.999	1142.999	1053.001	1211	1008	2130.999
Map6	222.999	31	9	14	33	43	46	131.001
H2-Q5	112.77	34.676	2.072	38.545	17.035	56.941	43.544	69.544
Maf	2899.907	1016.685	244	1084.078	1449.82	1747.15	1487.701	3166.493
Srsf11	9464.001	3950.001	788	3361.999	4377	3993.999	3493.001	7376.001
Cd47	33624	14306.999	2881	12193	15078.999	12394.001	11816.917	23426
Zfp458	124	46.06	10	49	74.998	40	30	45
Soga1	200	95	15	57	81	70	113	251
Pprc1	3276	1497	251	1367	510.872	1381.999	1354.001	2669
Cpsf6	5823	2279	449	2059.999	1781.999	2260.999	2311	4860.084
Zcchc24	215	22	17	23	89	48	74	131
Lair1	1478.971	458	91.001	445.999	355.999	602	675.159	874.998
Timd4	121	18	6	7	49	19	38	40
Kxd1	1633.387	718.026	154.37	580.274	495.189	679.181	626.018	1097.36
Cdca7	176	22	7	37	0	12	31	68
Klhl25	469	213.999	33	224	88	224	172	423.001
Mettl4	796	462	72.001	297	357	263.001	371	596.996
Zzef1	1162.001	658.999	136.999	795	538.999	680.999	660	1451
Kbtbd11	55.775	72	7	66.064	37.305	54	30.836	92.936
Cope	13669.002	5988	1064.999	4657.001	5204	6003	5266	10322
Tmem191c	82.008	45.548	11	82.819	73.945	78.629	39.601	89.78
Klhl26	583.999	155.999	31	229	159	256	212.001	413
Ubl7	2538.001	1146	238	875.001	1035	1298	1008.001	1918
Rras2	199	33	11	30	75	59	29	91
Rtl6	40	4	1	4	4	52	54	8.996
Gemin6	213	92	7	57	92	96	73	140
Eef1d	2196.682	718.419	126	703.472	942.229	1019.664	993.216	1441.542
Abcd2	2695	1159	219	840	1099.001	917	803	1818.001
Fmnl1	7515.998	2844	507.001	2988.993	1509	3407.97	2913.971	5879.98
Mta3	2947.001	1160.999	211	1051.999	615.001	1177.999	1002.001	2040.999
Zfp1	276.999	78	11	112	120	113	94	272
Elob	7845.728	3883.709	687.978	2099.497	3536.53	4094.527	3281.42	6812.614
Rnf181	4316.999	1886.999	345	1500.001	1404	1707.999	1672.998	2972.002
Izumo4	307	56	9	167	18	109	89.999	138.001
Fancm	58.931	18	28.001	14	65.567	68.438	40.769	166.607
Ppp4r1l-ps	454	241.999	52.001	206	325	222.001	224.999	451.999
Tmem69	94.2	15	6	32	58.097	111.2	92.606	153.895
Zfp277	1394.999	364	108	443	474.019	546.994	502.001	1021.101
Aasdh	226.001	179	20	108.999	104	119.001	106	378.001
Fto	4646.962	1878.961	388	1772.058	1297.814	1656.99	1499.963	2980.994
Emc7	4520	1576	331	1299	1898	1950	1707	3483
